,District,Price,Tel,combined_bs,cooking_space,dist,floor,house_type,lat,link,living_space,lon,metro_station,metro_time,new,rooms,separate_bs,total_floors,total_space,walk,metro_time_non,total_floors_non,living_space_non,cooking_space_non
1294,2,6399000,0,0,10.0,15.5435381412,8,панельныйдом,55.876107,150525254,22.0,37.723079,ВДНХ,15.0,0,1.0,1,12.0,40.0,0.0,0,0,0,0
1295,2,6400000,1,0,6.0,13.8853822226,2,панельныйдом,55.885999,149121006,35.0,37.690444,Медведково,20.0,0,2.0,1,9.0,51.0,1.0,0,0,0,0
1296,2,6400000,0,1,7.4,11.7229368735,13,панельныйдом,55.885332,149692103,18.9,37.605041,Бибирево,3.0,0,1.0,0,17.0,38.4,1.0,0,0,0,0
1297,2,6400000,0,1,12.0,15.4743271088,22,монолитный,55.905745,150108298,15.0,37.552049,Нет,11.065747614,0,1.0,0,24.0,34.5,0.0,1,0,0,0
1298,2,6400000,0,0,8.4,12.6352248812,1,панельныйдом,55.895055,149294195,31.0,37.601466,Алтуфьево,13.0,0,2.0,1,12.0,51.0,1.0,0,0,0,0
1299,2,6400000,1,1,6.0,8.5405520518,4,кирпичный,55.839143,150080091,32.0,37.658877,ВДНХ,10.0,0,2.0,0,5.0,44.0,0.0,0,0,0,0
1300,2,6400000,1,0,6.5,7.080002344,4,кирпичный,55.822114,150789269,18.5,37.655921,ВДНХ,10.0,0,1.0,1,9.0,34.0,1.0,0,0,0,0
1301,2,6400000,1,0,8.5,11.5606948898,3,Else,55.880525,150635167,19.0,37.594495,Бибирево,11.0,0,1.0,1,14.0,38.0,1.0,0,0,0,0
1302,2,6400000,0,1,10.0,8.62806995244,3,блочный,55.84864,150243964,20.0,37.642159,Ботанический сад,7.0,0,1.0,0,12.0,35.7,1.0,0,0,0,0
1303,2,6400000,0,1,8.2,11.969869125,16,панельныйдом,55.889689,150377850,19.0,37.616126,Бибирево,14.0,0,1.0,0,16.0,36.0,1.0,0,0,0,0
1304,2,6400000,1,0,6.0,13.2660260146,8,панельныйдом,55.881702,150774554,33.0,37.685422,Бабушкинская,8.0,0,3.0,1,9.0,51.0,0.0,0,0,0,0
1305,2,4850000,1,1,9.0,17.5005177569,2,панельныйдом,55.933544,148208635,20.0,37.554807,Нет,11.065747614,0,1.0,0,17.0,38.0,0.0,1,0,0,0
1306,2,5100000,0,0,6.0,12.5201664288,1,кирпичный,55.877693,150411894,15.4,37.677643,Бабушкинская,17.0,0,1.0,1,5.0,28.3,1.0,0,0,0,0
1307,2,8274054,0,1,14.2,5.6259540591,35,монолитный,55.804072,149426705,22.7,37.590693,Дмитровская,10.0,1,2.0,0,46.0,54.1,1.0,0,0,0,0
1308,2,6400000,1,1,10.0,8.02898302877,4,панельныйдом,55.823793,147979685,18.8,37.575666,Тимирязевская,5.0,0,1.0,0,16.0,37.0,0.0,0,0,0,0
1309,2,6400000,1,0,6.0,7.080002344,1,кирпичный,55.822114,150670002,18.0,37.655921,ВДНХ,15.0,0,1.0,1,9.0,33.0,1.0,0,0,0,0
1310,2,6400000,1,0,6.0,14.3987716941,5,Else,55.879036,150084405,29.0,37.70558,Бабушкинская,15.0,0,2.0,1,9.0,43.1,0.0,0,0,0,0
1311,2,6410096,0,1,12.1,8.52181310453,8,монолитный,55.850616,147001966,12.9,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,37.8,1.0,0,0,0,0
1312,2,6423603,0,1,12.0,8.52181310453,7,монолитный,55.850616,150508167,14.7,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,40.6,1.0,0,0,0,0
1313,2,6450000,1,0,6.0,15.3667850495,5,панельныйдом,55.876541,150188202,30.0,37.720528,Нет,11.065747614,0,2.0,1,12.0,46.0,0.0,1,0,0,0
1314,2,6450000,1,1,6.0,12.6505992357,5,Else,55.894217,150719237,28.0,37.597513,Алтуфьево,5.0,0,2.0,0,9.0,44.0,1.0,0,0,0,0
1315,2,6475000,0,0,10.0,15.6333400347,2,кирпично-монолитный,55.906456,150075811,20.0,37.55019,Нет,11.065747614,0,1.0,1,16.0,42.0,0.0,1,0,0,0
1316,2,6499000,0,1,9.8,11.3600918532,10,Else,55.877167,149976106,19.0,37.652481,Бабушкинская,16.0,0,1.0,0,16.0,35.0,1.0,0,0,0,0
1317,2,6500000,0,1,8.0,10.7807439937,16,Else,55.868693,150779151,20.0,37.656011,Бабушкинская,8.0,0,1.0,0,17.0,39.0,1.0,0,0,0,0
1318,2,6500000,0,0,9.0,7.80168522163,4,кирпичный,55.830139,150638579,20.0,37.586266,Петровско-Разумовская,16.0,0,1.0,2,5.0,36.0,1.0,0,0,0,0
1319,2,6500000,1,0,6.3,12.7150020836,1,панельныйдом,55.888089,150738311,28.0,37.664536,Медведково,3.0,0,2.0,1,9.0,42.0,1.0,0,0,0,0
1320,2,6500000,1,0,6.0,11.6672674539,4,кирпичный,55.86844,150818156,30.0,37.674993,Бабушкинская,11.0,0,2.0,1,5.0,46.0,1.0,0,0,0,0
1321,2,6500000,1,1,7.0,7.83405088161,2,блочный,55.830832,150794970,24.0,37.586625,Фонвизинская,13.0,0,2.0,0,9.0,38.0,0.0,0,0,0,0
1322,2,6500000,1,1,6.0,5.45486796192,3,панельныйдом,55.815337,149511866,19.6,37.628882,ВДНХ,13.0,0,1.0,0,8.0,31.0,1.0,0,0,0,0
1323,2,6500000,1,1,6.0,5.71867181282,7,блочный,55.817572,150682353,20.0,37.632556,ВДНХ,10.0,0,1.0,0,9.0,32.0,1.0,0,0,0,0
1324,2,6500000,1,1,8.0,12.1825564294,10,панельныйдом,55.862085,149337262,19.0,37.690507,ВДНХ,10.0,0,1.0,0,17.0,38.0,0.0,0,0,0,0
1325,2,6500000,0,0,8.5,10.1730394215,12,Else,55.860671,150339211,21.1,37.587057,Отрадное,15.0,0,1.0,1,12.0,39.8,1.0,0,0,0,0
1326,2,6500000,1,0,6.5,12.6365829754,3,панельныйдом,55.893435,150781857,28.0,37.595402,Алтуфьево,13.0,0,2.0,1,9.0,45.0,0.0,0,0,0,0
1327,2,6500000,0,0,6.0,5.80303774565,4,блочный,55.819702,150744339,29.0,37.625981,ВДНХ,8.0,0,2.0,1,5.0,44.0,0.0,0,0,0,0
1328,2,6500000,1,1,7.7,10.5241312671,3,панельныйдом,55.872652,149593405,25.0,37.633329,Бабушкинская,20.0,0,2.0,0,9.0,38.0,1.0,0,0,0,0
1329,2,6500000,0,0,7.0,11.9507975983,1,Else,55.885721,147941684,30.0,37.596372,Бибирево,5.0,0,2.0,1,12.0,46.3,1.0,0,0,0,0
1330,2,6500000,1,0,8.5,12.6218545121,3,панельныйдом,55.896352,150058048,20.5,37.609101,Бибирево,5.0,0,1.0,1,12.0,38.6,0.0,0,0,0,0
1331,2,6500000,1,1,6.0,10.7186414089,3,кирпичный,55.861272,146320387,29.0,37.667662,Свиблово,10.0,0,2.0,0,5.0,43.0,1.0,0,0,0,0
1332,2,6500000,1,1,9.0,8.37615970536,8,Else,55.828794,150460221,20.0,37.575594,Тимирязевская,7.0,0,1.0,0,16.0,35.0,0.0,0,0,0,0
1333,2,19435860,1,2,10.0,4.40098234325,4,монолитный,55.800438,150472534,49.0,37.636706,Рижская,10.0,0,3.0,0,6.0,92.7,1.0,0,0,0,0
1334,2,5640000,0,0,8.0,5.52689164588,7,монолитный,55.803318,149608547,16.0,37.591374,Дмитровская,11.0,1,1.0,1,46.0,35.8,1.0,0,0,0,0
1335,2,6500000,1,1,10.0,10.5039940628,2,Else,55.858069,150778417,20.0,37.668273,Свиблово,10.0,0,1.0,0,14.0,38.0,1.0,0,0,0,0
1336,2,81800000,0,4,25.0,6.09162168017,10,кирпичный,55.810521,149212457,130.0,37.653676,Алексеевская,9.0,1,6.0,0,16.0,180.0,1.0,0,0,0,0
1337,2,6850000,0,0,6.0,12.4291659248,6,Else,55.894803,148215658,29.7,37.629646,Бибирево,10.0,0,2.0,1,9.0,48.6,1.0,0,0,0,0
1338,2,6850000,0,1,7.4,11.324250708,3,панельныйдом,55.879601,148000012,19.0,37.643929,Медведково,15.0,0,1.0,0,14.0,38.6,1.0,0,0,0,0
1339,2,6850000,0,0,9.01186393805,9.70011730622,4,блочный,55.85534,150785178,30.0,37.65629,Свиблово,2.0,0,2.0,1,14.0,39.0,0.0,0,0,0,1
1340,2,6850000,0,0,9.0,17.5380704938,2,Else,55.927937,148333191,32.0,37.545438,Алтуфьево,10.0,0,2.0,1,17.0,54.0,0.0,0,0,0,0
1341,2,6850000,0,0,10.0,13.1399906187,9,панельныйдом,55.89714,150098496,20.0,37.588871,Алтуфьево,2.0,0,1.0,1,22.0,39.0,1.0,0,0,0,0
1342,2,6850000,1,0,6.2,10.6891695372,1,панельныйдом,55.871365,147536848,30.0,37.597684,Отрадное,7.0,0,2.0,1,9.0,46.5,1.0,0,0,0,0
1343,2,6900000,0,1,9.8,10.3653538262,1,блочный,55.870794,150182143,19.2,37.6107,Отрадное,12.0,0,1.0,0,16.0,34.8,0.0,0,0,0,0
1344,2,6900000,0,1,8.0,6.20576155269,6,панельныйдом,55.811842,150585680,21.0,37.653972,Алексеевская,10.0,0,1.0,0,9.0,31.0,1.0,0,0,0,0
1345,2,6900000,0,0,6.0,9.4476045704,5,панельныйдом,55.861226,42242898,28.0,37.619854,Отрадное,12.0,0,2.0,1,9.0,45.4,1.0,0,0,0,0
1346,2,6900000,1,0,6.0,12.9829669041,5,панельныйдом,55.867268,150655336,35.0,37.696867,ВДНХ,15.0,0,3.0,1,9.0,51.0,0.0,0,0,0,0
1347,2,6900000,0,0,10.0,5.73889255775,14,монолитный,55.804936,150718417,20.0,37.589922,Нет,11.065747614,0,1.0,0,20.0,39.0,0.0,1,0,0,0
1348,2,6900000,1,0,6.0,9.8447695434,4,панельныйдом,55.865763,150381332,28.0,37.623411,Отрадное,17.0,0,2.0,0,9.0,44.5,1.0,0,0,0,0
1349,2,6900000,1,0,8.6,15.7874491952,2,Else,55.876324,150620167,31.0,37.725936,ВДНХ,10.0,0,2.0,1,12.0,51.6,0.0,0,0,0,0
1350,2,6900000,1,1,8.0,12.1638209818,7,панельныйдом,55.885948,150438298,19.0,37.654466,Медведково,8.0,0,1.0,0,22.0,39.0,1.0,0,0,0,0
1351,2,6907952,0,1,20.7,8.52181310453,4,монолитный,55.850616,149047151,11.5,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,44.5,1.0,0,0,0,0
1352,2,6917490,0,1,17.3,8.52181310453,12,монолитный,55.850616,147003131,11.3,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,38.1,1.0,0,0,0,0
1353,2,6925940,0,1,20.7,8.52181310453,2,монолитный,55.850616,146998114,11.5,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,42.7,1.0,0,0,0,0
1354,2,6950000,0,1,5.6,3.60408612733,1,панельныйдом,55.794872,150425721,30.0,37.6206,Марьина роща,3.0,0,2.0,0,5.0,44.0,1.0,0,0,0,0
1355,2,6950000,0,0,10.0,13.3163788252,17,панельныйдом,55.899245,149796953,20.0,37.588925,Алтуфьево,3.0,0,1.0,1,24.0,39.0,1.0,0,0,0,0
1356,2,6958380,0,1,20.7,8.52181310453,2,монолитный,55.850616,147003010,11.5,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,42.9,1.0,0,0,0,0
1357,2,6981216,0,1,12.1,8.52181310453,6,монолитный,55.850616,146999982,12.9,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,36.1,1.0,0,0,0,0
1358,2,6990000,0,1,8.5,10.399027789,7,панельныйдом,55.868289,149724064,19.0,37.645618,Бабушкинская,15.0,0,1.0,0,16.0,36.0,1.0,0,0,0,0
1359,2,6990000,0,1,12.0,11.2348716115,18,панельныйдом,55.875213,150386080,19.0,37.590686,Отрадное,15.0,0,1.0,0,22.0,38.0,1.0,0,0,0,0
1360,2,6999000,0,0,11.0,11.6321431694,10,монолитный,55.883616,51772779,20.0,37.642231,Медведково,12.0,0,1.0,1,16.0,41.0,1.0,0,0,0,0
1361,2,6999000,0,0,6.2,10.3170251554,4,панельныйдом,55.870991,150725996,28.5,37.617527,Отрадное,9.0,0,2.0,1,9.0,44.4,1.0,0,0,0,0
1362,2,5738809,0,1,12.1,8.51590134885,2,монолитный,55.850541,150351187,12.9,37.617939,Ботанический сад,10.0,1,1.0,0,18.0,37.9,1.0,0,0,0,0
1363,2,6000000,1,1,6.0,15.0568143608,2,кирпичный,55.878652,147973176,29.0,37.714824,ВДНХ,15.0,0,2.0,0,5.0,44.0,0.0,0,0,0,0
1364,2,5346730,0,0,9.01186393805,4.67012921252,2,Else,55.806621,149113017,28.4114849481,37.616962,Нет,11.065747614,1,1.0,0,13.9653499653,35.8,0.0,1,1,1,1
1365,2,7000000,1,1,7.0,7.28115472204,7,Else,55.820561,150532442,27.0,37.660943,ВДНХ,19.0,0,2.0,0,9.0,37.0,1.0,0,0,0,0
1366,2,7000000,0,1,6.0,5.65372300612,1,блочный,55.816809,150638523,19.0,37.632592,ВДНХ,5.0,0,1.0,0,8.0,33.0,1.0,0,0,0,0
1367,2,7000000,0,1,8.5,13.6676902289,2,кирпичный,55.868415,47703624,27.0,37.705185,Бабушкинская,5.0,0,2.0,0,5.0,44.0,0.0,0,0,0,0
1368,2,7000000,0,1,12.0,10.6711745706,15,панельныйдом,55.874304,149307458,20.0,37.633526,Нет,11.065747614,0,1.0,0,16.0,38.0,0.0,1,0,0,0
1369,2,7000000,0,1,8.1,7.35416886404,6,кирпичный,55.829537,150656803,19.0,37.593938,Фонвизинская,14.0,0,1.0,0,14.0,40.0,0.0,0,0,0,0
1370,2,7000000,1,1,7.0,15.3667850495,5,Else,55.876541,137449873,18.0,37.720528,ВДНХ,15.0,0,1.0,0,9.0,34.0,0.0,0,0,0,0
1371,2,7000000,0,1,9.0,9.73021970997,4,Else,55.85817,150585955,20.0,37.593003,Отрадное,15.0,0,1.0,0,17.0,37.8,1.0,0,0,0,0
1372,2,7000000,1,0,9.0,13.2911814606,2,Else,55.892244,145782828,30.0,37.574247,Алтуфьево,16.0,0,2.0,1,12.0,52.0,1.0,0,0,0,0
1373,2,7000000,0,1,10.0,5.55242546139,10,Else,55.814952,149394119,20.0,37.634847,ВДНХ,7.0,0,1.0,0,12.0,35.2,1.0,0,0,0,0
1374,2,7017270,0,1,18.9,8.52181310453,15,монолитный,55.850616,149151472,11.3,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,37.1,1.0,0,0,0,0
1375,2,7048560,0,1,17.6,12.3922785934,11,монолитный,55.889114,40492259,10.4,37.591081,Бибирево,7.0,1,1.0,0,15.0,39.6,1.0,0,0,0,0
1376,2,7090000,1,1,8.8,10.1193982514,1,панельныйдом,55.868324,150696024,20.2,37.631191,Свиблово,5.0,0,1.0,0,12.0,39.4,0.0,0,0,0,0
1377,2,7092400,0,1,12.1,11.4236784966,5,монолитный,55.869142,40491731,21.9,37.669441,Бабушкинская,3.0,1,2.0,0,17.0,47.6,1.0,0,0,0,0
1378,2,7100000,1,0,7.0,9.82631287969,3,Else,55.86552,51868719,28.0,37.624651,Отрадное,18.0,0,2.0,1,9.0,46.0,1.0,0,0,0,0
1379,2,7100000,0,0,10.0,17.5988771269,8,панельныйдом,55.932551,147550552,31.0,37.551178,Алтуфьево,5.0,0,2.0,1,17.0,52.0,0.0,0,0,0,0
1380,2,7100000,1,0,10.0,8.29004839375,17,панельныйдом,55.830417,150670162,21.0,37.578594,Фонвизинская,3.0,0,1.0,1,22.0,40.0,0.0,0,0,0,0
1381,2,7100000,1,0,8.0,13.496400101,2,Else,55.870157,147938417,45.0,37.701313,Нет,11.065747614,0,3.0,1,9.0,60.0,0.0,1,0,0,0
1382,2,7100000,1,1,5.5,7.17375694286,2,Else,55.829178,150795703,33.0,37.597297,Фонвизинская,14.0,0,2.0,0,9.0,45.0,1.0,0,0,0,0
1383,2,7100000,0,1,9.0,11.7050343055,3,панельныйдом,55.873824,150734634,21.0,37.66768,Бабушкинская,4.0,0,1.0,0,12.0,40.0,1.0,0,0,0,0
1384,2,7100000,1,0,9.0,10.47448004,7,панельныйдом,55.864293,150300678,23.0,37.586913,Отрадное,10.0,0,1.0,1,12.0,40.0,1.0,0,0,0,0
1385,2,7100000,1,1,9.9,12.5062861232,5,Else,55.891648,144290073,17.9,37.649786,Медведково,12.0,0,1.0,0,12.0,36.0,1.0,0,0,0,0
1386,2,7107428,0,1,12.0,8.52181310453,4,монолитный,55.850616,148788670,14.7,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,43.2,1.0,0,0,0,0
1387,2,7144015,0,1,17.3,8.52181310453,9,монолитный,55.850616,147002711,11.3,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,36.0,1.0,0,0,0,0
1388,2,7150000,1,1,8.6,13.5655208263,11,Else,55.874854,139617320,20.9,37.697783,Бабушкинская,8.0,0,1.0,0,14.0,39.2,0.0,0,0,0,0
1389,2,7173600,0,1,16.3,12.3922785934,13,монолитный,55.889114,48093946,9.2,37.591081,Бибирево,7.0,1,1.0,0,15.0,35.7,1.0,0,0,0,0
1390,2,4850000,0,1,8.0,5.6259540591,4,монолитный,55.804072,150200285,18.0,37.590693,Дмитровская,9.0,1,1.0,0,20.0,29.0,0.0,0,0,0,0
1391,2,5640000,0,0,8.0,5.62788766378,5,монолитный,55.804066,149608437,16.0,37.590659,Дмитровская,11.0,1,1.0,1,46.0,35.8,1.0,0,0,0,0
1392,2,11236500,0,0,11.8,3.53554132849,8,Else,55.794102,148588660,47.6,37.623438,Нет,11.065747614,1,1.0,0,15.0,49.5,0.0,1,0,0,0
1393,2,8000000,1,0,5.9,7.81948701626,10,Else,55.82444,150765998,29.0,37.579313,Фонвизинская,5.0,0,2.0,1,12.0,45.4,0.0,0,0,0,0
1394,2,19000000,1,0,9.0,4.3299968193,10,кирпичный,55.800853,150819440,50.0,37.633886,Алексеевская,8.0,0,3.0,1,10.0,80.0,0.0,0,0,0,0
1395,2,7400000,1,1,6.0,14.563178471,9,панельныйдом,55.879617,148529478,23.7,37.707323,Нет,11.065747614,0,2.0,0,14.0,42.1,0.0,1,0,0,0
1396,2,7400000,1,0,9.01186393805,13.2571946541,10,блочный,55.872218,149601704,34.0,37.69595,Бабушкинская,20.0,0,2.0,1,12.0,48.0,0.0,0,0,0,1
1397,2,7400000,0,0,9.1,17.4895665712,4,панельныйдом,55.935738,150404651,32.1,37.558849,Нет,11.065747614,0,2.0,1,17.0,53.3,0.0,1,0,0,0
1398,2,7450000,1,0,8.5,13.4245492182,3,Else,55.893914,137205672,20.9,37.574283,Алтуфьево,7.0,0,1.0,1,12.0,38.9,1.0,0,0,0,0
1399,2,7450000,1,1,6.0,5.85864598844,2,блочный,55.820223,149881048,32.0,37.627041,ВДНХ,10.0,0,2.0,0,5.0,46.0,1.0,0,0,0,0
1400,2,7450000,1,0,7.0,11.2306429398,1,панельныйдом,55.853087,149750318,44.0,37.685701,ВДНХ,7.0,0,3.0,1,12.0,68.0,0.0,0,0,0,0
1401,2,7466064,0,1,20.7,8.52181310453,4,монолитный,55.850616,150507831,11.5,37.618053,Ботанический сад,10.0,1,1.0,0,18.0,42.8,1.0,0,0,0,0
1402,2,7499000,0,0,10.0,12.3061392215,4,монолитный,55.870925,149385754,30.0,37.682736,Бабушкинская,10.0,0,2.0,1,11.0,47.0,1.0,0,0,0,0
1403,2,7499000,0,0,10.0,12.3061392215,4,монолитный,55.870925,149385759,30.0,37.682736,Бабушкинская,13.0,0,1.0,1,11.0,47.0,1.0,0,0,0,0
1404,2,7499000,1,0,6.7,12.7099625894,9,Else,55.898069,150564071,28.4,37.615623,Алтуфьево,15.0,0,2.0,1,12.0,47.0,0.0,0,0,0,0
1405,2,7500000,1,0,8.5,15.4601100693,6,Else,55.874708,150213310,32.0,37.723097,Нет,11.065747614,0,2.0,1,12.0,54.0,0.0,1,0,0,0
1406,2,7500000,0,0,9.0,4.28635731076,1,панельныйдом,55.796835,150639799,21.0,37.60381,Марьина роща,8.0,0,1.0,1,14.0,39.0,1.0,0,0,0,0
1407,2,7500000,0,1,6.0,12.2178292835,4,панельныйдом,55.888397,147512321,28.0,37.649382,Медведково,7.0,0,2.0,0,9.0,45.0,1.0,0,0,0,0
1408,2,7500000,0,1,11.0,15.4785261612,19,кирпично-монолитный,55.904735,150782499,19.0,37.550621,Алтуфьево,10.0,0,1.0,0,24.0,44.0,0.0,0,0,0,0
1409,2,7500000,0,1,7.4,10.8621036124,13,Else,55.873829,150704005,19.1,37.645249,Бабушкинская,17.0,0,1.0,0,17.0,38.0,0.0,0,0,0,0
1410,2,7500000,0,1,8.0,3.46708988702,4,Else,55.793308,148347788,24.0,37.620492,Марьина роща,5.0,0,1.0,0,5.0,32.0,1.0,0,0,0,0
1411,2,7500000,1,1,9.01186393805,8.97875258911,7,кирпичный,55.85337,150439266,24.0,37.640156,Свиблово,10.0,0,1.0,0,9.0,32.0,1.0,0,0,0,1
1412,2,7500000,1,0,8.5,12.4079965555,4,блочный,55.894318,149968749,31.5,37.612236,Бибирево,13.0,0,2.0,1,16.0,52.5,1.0,0,0,0,0
1413,2,7500000,1,1,10.0,15.4785261612,13,Else,55.904735,150278539,22.0,37.550621,Нет,11.065747614,0,1.0,0,19.0,42.0,0.0,1,0,0,0
1414,2,7500000,0,0,10.0,14.1687210036,7,панельныйдом,55.886978,149663948,31.0,37.693875,Нет,11.065747614,0,2.0,1,12.0,52.0,0.0,1,0,0,0
1415,2,7500000,1,0,9.0,14.022463167,12,панельныйдом,55.886857,47678137,32.0,37.691656,Медведково,15.0,0,2.0,1,14.0,48.0,1.0,0,0,0,0
1416,2,7500000,1,1,6.0,12.3536650248,5,Else,55.879601,150194211,28.5,37.57271,Бибирево,31.0,0,2.0,0,12.0,46.0,1.0,0,0,0,0
1417,2,7500000,1,0,10.0,9.596951403,5,панельныйдом,55.862944,149063560,20.0,37.620636,Отрадное,15.0,0,1.0,1,17.0,40.0,1.0,0,0,0,0
1418,2,7500000,0,1,8.5,7.87406609218,17,Else,55.838617,48376090,19.8,37.644971,Ботанический сад,13.0,0,1.0,0,17.0,39.0,1.0,0,0,0,0
1419,2,7500000,1,0,9.0,10.1986181423,4,панельныйдом,55.865793,150096670,20.0,37.59825,Отрадное,7.0,0,1.0,1,14.0,40.0,1.0,0,0,0,0
1420,2,4088336,0,1,9.01186393805,8.51590134885,3,монолитный,55.850541,150351218,20.0,37.617939,Ботанический сад,10.0,1,1.0,0,18.0,27.7,1.0,0,0,0,1
1421,2,9485600,0,1,12.5,5.6259540591,6,монолитный,55.804072,149426712,42.0,37.590693,Дмитровская,10.0,1,2.0,0,46.0,66.8,1.0,0,0,0,0
1422,2,12500000,0,0,12.0,11.998249251,23,кирпично-монолитный,55.882414,148188507,35.0,37.658176,Медведково,5.0,0,2.0,1,25.0,64.0,1.0,0,0,0,0
1423,2,12200000,1,0,10.4,14.8971988863,7,панельныйдом,55.883191,150481093,44.2,37.708635,Бабушкинская,5.0,0,3.0,1,22.0,74.5,0.0,0,0,0,0
1424,2,8200000,1,0,10.0,12.5686999189,10,блочный,55.894727,148311840,32.0,37.603433,Алтуфьево,10.0,0,2.0,1,12.0,54.0,1.0,0,0,0,0
1425,2,8100000,0,0,9.0,12.5984689919,8,панельныйдом,55.896973,149930259,30.0,37.625666,Бибирево,5.0,0,2.0,1,12.0,52.0,0.0,0,0,0,0
1426,2,8100000,1,1,6.0,3.79207055446,2,Else,55.797048,148937058,31.0,37.62175,Марьина роща,2.0,0,2.0,0,5.0,47.0,1.0,0,0,0,0
1427,2,8100000,1,0,6.0,13.417115196,3,панельныйдом,55.881556,150129096,33.0,37.688126,Медведково,24.0,0,3.0,0,9.0,51.3,1.0,0,0,0,0
1428,2,8100000,0,1,6.5,9.60061411624,3,кирпичный,55.854653,149327023,29.0,37.655275,Свиблово,2.0,0,2.0,0,5.0,46.0,1.0,0,0,0,0
1429,2,8100000,0,0,6.0,9.91707690835,5,панельныйдом,55.866172,149703508,34.0,37.614419,Отрадное,9.0,0,3.0,1,9.0,53.0,1.0,0,0,0,0
1430,2,8121600,0,1,10.0,11.4236784966,10,монолитный,55.869142,46473302,25.0,37.669441,Бабушкинская,3.0,1,2.0,0,17.0,46.7,1.0,0,0,0,0
1431,2,8132800,0,0,9.01186393805,9.69174910417,18,Else,55.848943,149835773,28.4114849481,37.578073,Нет,11.065747614,1,1.0,0,18.0,46.1,0.0,1,0,1,1
1432,2,8150000,1,0,8.5,15.6333400347,14,панельныйдом,55.906456,149746322,31.4,37.55019,Алтуфьево,7.0,0,2.0,1,17.0,56.0,0.0,0,0,0,0
1433,2,8155000,1,1,7.6,4.63589669803,8,панельныйдом,55.805361,147734115,25.0,37.613,Марьина роща,17.0,0,2.0,0,9.0,39.0,1.0,0,0,0,0
1434,2,8200000,0,1,8.0,4.71337742897,9,блочный,55.806252,150638386,24.0,37.612964,Марьина роща,14.0,0,2.0,0,9.0,37.0,1.0,0,0,0,0
1435,2,8200000,1,0,8.5,10.2634376319,12,панельныйдом,55.866738,149913684,30.0,37.598798,Отрадное,5.0,0,2.0,1,12.0,54.0,1.0,0,0,0,0
1436,2,8200000,0,1,9.01186393805,5.73889255775,35,Else,55.804936,149029968,28.4114849481,37.589922,Савеловская,2.0,0,2.0,0,46.0,54.2,0.0,0,0,1,1
1437,2,8200000,1,1,5.3,7.70556985599,4,панельныйдом,55.823859,150537964,39.7,37.5804,Тимирязевская,7.0,0,3.0,0,5.0,55.0,0.0,0,0,0,0
1438,2,8200000,1,1,9.0,9.5436670682,4,кирпичный,55.853814,147995152,27.0,37.655535,Свиблово,3.0,0,1.0,0,5.0,54.0,1.0,0,0,0,0
1439,2,8200000,1,0,12.0,9.24652225891,9,панельныйдом,55.858362,150405710,30.0,37.613117,Отрадное,12.0,0,2.0,1,17.0,52.3,1.0,0,0,0,0
1440,2,8200000,1,0,8.0,9.73021970997,6,панельныйдом,55.85817,146498158,30.4,37.593003,Отрадное,15.0,0,2.0,1,17.0,52.0,1.0,0,0,0,0
1441,2,8200000,1,1,6.0,10.8575420053,2,Else,55.866768,150353341,37.0,37.66159,Бабушкинская,3.0,0,3.0,0,5.0,55.0,1.0,0,0,0,0
1442,2,8200000,0,1,7.5,4.02547565497,9,панельныйдом,55.798788,150462040,24.0,37.614904,Марьина роща,6.0,0,2.0,0,9.0,38.0,1.0,0,0,0,0
1443,2,8200000,0,0,6.0,7.06320378971,6,панельныйдом,55.828561,142960535,40.0,37.598735,Фонвизинская,12.0,0,3.0,1,9.0,52.0,1.0,0,0,0,0
1444,2,8200000,1,0,8.3,10.2170976338,7,панельныйдом,55.867541,150681632,31.1,37.640973,Свиблово,5.0,0,2.0,1,16.0,54.3,0.0,0,0,0,0
1445,2,8278950,0,0,9.01186393805,9.69174910417,2,Else,55.848943,150530121,28.4114849481,37.578073,Нет,11.065747614,1,2.0,0,18.0,56.9,0.0,1,0,1,1
1446,2,8281000,1,1,7.0,13.0338162275,11,Else,55.898972,149411723,30.5,37.598654,Алтуфьево,7.0,0,2.0,0,12.0,49.0,1.0,0,0,0,0
1447,2,8300000,1,0,6.5,12.4407504953,5,Else,55.893935,150587928,40.3,37.606945,Алтуфьево,5.0,0,3.0,1,9.0,60.3,0.0,0,0,0,0
1448,2,8300000,1,0,9.0,9.98454823773,9,блочный,55.854365,147520506,32.0,37.663881,Свиблово,7.0,0,2.0,1,14.0,48.0,1.0,0,0,0,0
1449,2,8300000,0,1,7.0,13.589498386,3,панельныйдом,55.874152,150059556,52.0,37.698825,Нет,11.065747614,0,4.0,0,9.0,65.0,0.0,1,0,0,0
1450,2,10500000,1,1,5.5,5.07912731014,7,Else,55.806631,150110037,28.0,37.640767,Алексеевская,3.0,0,2.0,0,12.0,44.3,1.0,0,0,0,0
